Nodes;Addjested Nodes
2412837835;{2412837837,2412837834,}
2412837837;{2412837835,2467377305,560430661,}
2412839413;{2412839414,2412839415,}
2412839414;{392980370,1295703850,2412839413,}
2412839415;{2412839413,2412839416,}
2412839416;{2412839418,2412839417,2412839415,}
2412839417;{392980223,1272684797,2412839416,}
2412839418;{2412839416,}
2412840030;{2412840034,1730696939,2412840031,}
2412840031;{2412840032,2412840030,}
2412840032;{2412840033,2412840031,}
2412840033;{2412840035,2412840032,}
2412840034;{1730697039,2412840030,2412840035,}
2412840035;{2412840034,2412840033,}
2412844103;{2412844109,2412844106,}
2412844106;{2412844103,2412844111,}
2412844109;{2412844111,1730696904,2412844103,}
2412844111;{1730696952,2412844109,2412844106,}
2412898935;{2422476256,1418901148,3023817084,}
2412898936;{2494929642,1783877231,2412898938,}
2412898937;{3023817084,}
2412898938;{2412898940,2412898936,}
2412898939;{1783877231,2670260432,2412898940,}
2412898940;{2412898939,2412898938,}
2412903810;{1783547334,1507353797,2462635406,}
2412903811;{2412903812,2462635406,}
2412903812;{3271081380,1783547557,2412903813,2412903811,}
2412903813;{2823762641,2412903812,}
2412903814;{2459058941,3271081384,}
2412907439;{3135042336,3469286864,3469286858,}
2412907442;{1767558977,2412907447,3135042336,}
2412907444;{3469286864,3135042344,3469286867,}
2412907447;{2412907442,392987713,3135042344,}
2412910965;{392979983,392980297,2402605621,}
2412910966;{392980307,392980329,2402605642,}
2412910967;{392980330,392980329,2402605645,}
2412916712;{3271052327,2412916713,}
2412916713;{2412916712,2450643340,}
2412916714;{392987283,2412916715,3271052327,}
2412916715;{2412916714,2412916716,}
2412916716;{2412916715,2412916717,}
2412916717;{392987297,441031823,2412916716,2412916718,}
2412916718;{1726291859,2412916717,2412916719,}
2412916719;{2412916718,392987301,2430143756,}
2414328677;{2414328678,}
2414328678;{392987313,432175577,2414328677,}
2414329977;{2414329978,}
2414329978;{1300929972,1300930046,2414329977,}
2414331646;{2414331648,4470923457,}
2414331647;{442407544,392987334,4304550636,}
2414331648;{2414331646,4304550636,}
2414333204;{2930480040,2930480049,2414333205,}
2414333205;{2414333207,2414333204,}
2414333206;{2930480048,}
2414333207;{2414333208,2414333205,}
2414333208;{2414333207,}
2414333209;{1701503118,2414333210,2930480048,}
2414333210;{2414333209,392987264,2930480049,}
2414335058;{2916307159,1744450482,2414335059,}
2414335059;{2414335060,2414335058,}
2414335060;{2414335059,}
2414339378;{2503998697,392987316,2476358363,}
2414341614;{2414341616,3511997507,}
2414341615;{392978014,392978013,2414341616,}
2414341616;{2414341615,2414341614,}
2414341884;{2331717089,392980021,2414341885,}
2414341885;{2414341884,}
2414350137;{2441232104,2503997847,}
2414350139;{392987299,432175577,2503997847,}
2416442763;{606694364,606694344,392985167,}
2416447970;{2416447976,3060759681,3862262301,}
2416447974;{2416447980,2416447976,}
2416447976;{2416447974,2416447970,}
2416447978;{392981615,1193952222,3862262302,}
2416447980;{3862262302,2416447974,}
2416454840;{392986519,392986532,3141315631,}
2416489179;{2340364538,2142351002,2416489180,}
2416489180;{2416489179,2416489181,}
2416489181;{2416489180,2416489182,}
2416489182;{392987787,392987973,2416489181,}
2416489183;{2431448169,392987300,2881628859,}
2416489184;{2416489191,2416489188,2431448169,}
2416489187;{2142351018,2416489191,}
2416489188;{2416489194,2416489184,}
2416489191;{2416489184,2416489187,2416489194,}
2416489194;{2416489191,2416489188,}
2416489196;{2142351075,2340184848,2416489201,}
2416489199;{2142350992,2142351071,2416489202,}
2416489200;{2416489202,2416489201,}
2416489201;{2416489200,2416489196,}
2416489202;{2416489199,2416489200,}
2416491718;{2392746887,2392746856,}
2416504149;{392987676,392987673,393006352,}
2416504153;{3435359448,3435359466,2416504155,}
2416504155;{2416504153,2416504166,2430811169,}
2416504160;{3435359466,3623868335,}
2416504163;{2504007025,392987578,2416504166,}
2416504166;{2416504163,2416504155,}
2416505754;{392987583,392987578,2416505756,}
2416505756;{2416505757,2416505754,}
2416505757;{3307392019,392987583,2416505756,}
2421107578;{1783547626,1783694590,2421107580,}
2421107580;{2421107578,1783694601,}
2422476250;{2916789249,2422476254,}
2422476254;{2422476250,2936303051,}
2422476256;{392979812,2412898935,2936303051,3023817085,}
2422477033;{2422477034,}
2422477034;{2422477036,2422477033,3135041893,}
2422477035;{1694910653,1694910656,3135041893,}
2422477036;{2422477034,}
2422477479;{2142351012,2142351015,2422477480,}
2422477480;{2422477479,2422477481,}
2422477481;{392987787,2142351015,2422477480,}
2422477996;{1749893987,1749894076,1749894095,}
2422478219;{1594523630,4034450758,2476847877,}
2422478221;{2010187642,1248462622,2893527991,}
2422481800;{2670260343,1161146534,5140163674,}
2422481801;{5140163667,5405970455,2476336030,}
2422481802;{5405925981,520113912,5140163673,}
2422481803;{2422482209,2476336035,}
2422482209;{3272401321,392979095,2422481803,}
2422482583;{2917020041,3144064076,2141107459,}
2422482584;{3144064077,2917020041,}
2422483345;{2412830766,4304142391,2422483350,}
2422483348;{392987334,4470923466,4304550638,}
2422483350;{2422483345,4304550638,}
2430143756;{2412916719,}
2430143757;{392987301,}
2430146036;{1191259826,2430146041,}
2430146039;{2430146041,2430146043,}
2430146041;{2430146036,2430146039,}
2430146043;{2430146039,}
2430148286;{2903708583,2904330984,}
2430148287;{430838437,392983087,2903708583,}
2430148288;{2904330984,2904330983,3144095288,}
2430148289;{2904330983,2430148291,}
2430148290;{2430148291,2904330987,}
2430148291;{2430148289,2430148290,}
2430149075;{2430149076,}
2430149076;{1156051116,1156051117,2430149075,}
2430155103;{392986523,392986528,2430155108,}
2430155108;{2430155111,2430155103,}
2430155111;{2430155114,2430155108,}
2430155114;{2430155117,2430155111,}
2430155117;{2430155121,2430155114,}
2430155121;{392986534,392986535,2430155117,}
2430159102;{2430159105,}
2430159103;{392987998,392987993,2430159106,}
2430159104;{2430159105,2430159106,}
2430159105;{2430159102,2430159104,}
2430159106;{2939069425,2430159103,2430159104,5253618727,}
2430159107;{2939069425,}
2430798088;{2430798093,}
2430798091;{2916307144,}
2430798093;{2430798088,2430798097,2430798102,}
2430798095;{1673140794,2450646521,2916307144,}
2430798097;{2430798099,2430798093,}
2430798099;{2430798106,2916307143,2430798097,}
2430798102;{2430798093,2430798106,}
2430798104;{2450646521,2930479981,2916307143,}
2430798106;{2430798102,2430798099,}
2430803477;{2907095377,2430803481,}
2430803478;{2506190334,2506190356,2907095377,}
2430803479;{2430803481,2430803480,}
2430803480;{2907095376,3053846445,2430803479,}
2430803481;{2430803477,2430803479,}
2430804086;{2506190356,392986237,2916307165,}
2430804087;{2916307165,2430804088,}
2430804088;{2916307166,4268732155,2430804087,}
2430807774;{1528659647,}
2430807775;{1528659644,1528659647,}
2430811167;{392987674,2142297782,3435359425,}
2430811168;{2430811169,2430811172,}
2430811169;{2416504155,393006352,2430811168,}
2430811170;{3435359447,2967493312,}
2430811171;{2430811174,3435359447,}
2430811172;{2430811168,3435359452,}
2430811173;{3435359452,2430811175,}
2430811174;{2430811175,2430811171,}
2430811175;{2430811173,2430811174,3435359469,}
2430814940;{392986237,2392746858,2916307167,}
2430814941;{2430814942,2916307167,}
2430814942;{2430814943,2430814941,}
2430814943;{2430814945,2938709843,2430814942,}
2430814944;{2430814947,2430814945,}
2430814945;{2430814944,2938709844,2430814943,}
2430814946;{3271068949,2430814948,2938709843,}
2430814947;{2430814944,2506189118,}
2430814948;{2430814946,2452432622,2938709844,2938709850,}
2431448169;{2142351024,2416489184,2416489183,}
2434149600;{1766695132,3135042401,2441234705,}
2434149603;{2441234705,}
2434156141;{1694910654,3135041875,2434156144,}
2434156144;{1694910657,3135041896,2434156141,}
2435236147;{392985131,606489645,}
2435236148;{392985102,392983356,}
2440497620;{2440497621,2440497623,}
2440497621;{2440497620,}
2440497622;{2440497623,2440497625,}
2440497623;{2440497620,2440497624,2440497622,}
2440497624;{2440497623,1784374567,1784374569,}
2440497625;{2440497622,2440497626,}
2440497626;{2440497625,}
2440498897;{2440498898,2440498899,}
2440498898;{392981227,392981236,2440498897,}
2440498899;{2440498897,2440498900,}
2440498900;{2440498899,2440498901,}
2440498901;{2440498900,2440498902,}
2440498902;{2440498901,2440498903,}
2440498903;{2440498902,2440498904,}
2440498904;{2440498903,2440498905,}
2440498905;{2440498904,2440498906,}
2440498906;{2440498905,2440498907,2440498910,}
2440498907;{2440498906,2440498908,}
2440498908;{2440498907,2440498909,}
2440498909;{2440498908,392980642,2440498912,}
2440498910;{2440498906,2440498912,}
2440498912;{2440498910,2440498909,}
2440498913;{392981211,392980641,392980642,}
2441231816;{392987120,2142351028,2441231821,}
2441231819;{2441231821,2441231828,}
2441231821;{2441231816,2441231819,}
2441231823;{4268767789,392987120,2441231830,}
2441231828;{2441231837,2441231819,2441231830,}
2441231830;{2441231832,2441231828,2441231823,}
2441231832;{2441231839,2441231830,}
2441231834;{4268767791,2503997843,2441231837,}
2441231837;{2441231828,2441231834,}
2441231839;{392987299,4268767796,2461450067,2441231832,}
2441232103;{2142351009,2142351021,2441232104,}
2441232104;{2441232103,2414350137,}
2441234700;{1406160469,1406160468,2441234703,}
2441234703;{2441234700,2441234705,}
2441234705;{2434149603,2434149600,2441234703,}
2441238623;{392987700,3227796494,}
2441243095;{2441243096,2441243097,}
2441243096;{2441243098,2441243095,}
2441243097;{2441243095,2441243103,}
2441243098;{2441243099,2441243096,}
2441243099;{2441243101,2441243098,}
2441243100;{2441243104,2441243102,}
2441243101;{2441243099,}
2441243102;{2441243100,2441243106,}
2441243103;{2441243097,2441243108,2441243104,}
2441243104;{2441243105,2441243103,2441243100,}
2441243105;{2441243107,2441243104,}
2441243106;{2441243102,2441243107,}
2441243107;{2441243106,2441243105,}
2441243108;{4842666230,392989897,2441243103,}
2441245490;{4842666221,2441245491,4842666223,4791575504,}
2441245491;{2441245490,4791575517,}
2441245492;{2441245493,4842666221,}
2441245493;{2441245495,4791575508,2441245492,}
2441245494;{4791575515,2441245495,}
2441245495;{392987551,2441245493,2441245494,}
2441251018;{2441251019,1694910595,}
2441251019;{392981847,1694910601,2441251018,}
2441253635;{2459061984,2441253639,}
2441253636;{2326775744,3227796373,2916307151,}
2441253637;{2441253640,2916307151,}
2441253638;{3271067171,2441253642,4268732112,}
2441253639;{2441253635,4268732114,}
2441253640;{2441253641,2441253637,}
2441253641;{4268732115,2441253640,}
2441253642;{2441253638,4268732125,4268732114,}
2441253643;{4270124426,2916307152,4268732115,}
2441255694;{1736446109,1736446128,1736446126,}
2441255695;{2441255696,}
2441255696;{1735983092,1735983098,2441255695,}
2441622400;{2441622402,2408091907,}
2441622402;{2441622400,}
2441627431;{2441627433,2441627434,}
2441627432;{2441627434,2441627436,}
2441627433;{2441627435,2441627431,}
2441627434;{2441627431,2441627432,}
2441627435;{2441627439,2441627433,}
2441627436;{2441627440,392981762,2441627432,}
2441627437;{2441627438,2441627439,}
2441627438;{2441627440,2441627437,}
2441627439;{2441627437,2441627435,}
2441627440;{442407546,2441627436,2441627438,}
2441631814;{392981198,2441631816,}
2441631816;{2441631814,4755198731,2441631818,}
2441631818;{2441631820,2441631816,}
2441631820;{2817610304,2441631818,}
2441631822;{392981186,392981765,5401034295,}
2441631824;{2441631826,2817610303,}
2441631826;{4078030540,2441631824,}
2441631828;{2441631832,}
2441631830;{2441631834,2441631832,4078030540,}
2441631832;{2441631828,2441631830,}
2441631834;{2441631836,2441631830,}
2441631836;{5401034297,2441631834,}
2441631838;{2817609900,392981180,5401034297,}
2445875328;{2667601717,392979686,}
2445875331;{1743494208,1743494194,1743494188,}
2450643337;{2450643339,1194540959,}
2450643338;{392987126,432175572,4268767793,}
2450643339;{2450643337,2461447799,4268767793,}
2450643340;{2412916713,1726291855,2461447799,}
2450643341;{2340375463,392987949,2408093942,}
2450645570;{2938709817,}
2450646521;{2430798095,2430798104,3227796362,}
2450646522;{2930479983,2450646525,}
2450646523;{2450646524,3227796362,}
2450646524;{2450646526,2450646523,}
2450646525;{2450646522,2450646526,}
2450646526;{2450646525,2450646524,}
2450646527;{1673140793,1407234872,2930479983,}
2450648401;{2450648404,2450648402,}
2450648402;{2450648401,2450648405,}
2450648403;{392987261,3130902653,2450648404,}
2450648404;{2450648401,2450648405,2450648403,}
2450648405;{2450648402,2450648406,2450648404,}
2450648406;{2930480051,2450648405,}
2450648407;{392987264,2930480014,2930480051,}
2450649528;{3271080699,2450649529,2450649530,}
2450649529;{2450649528,2654219304,2450649531,}
2450649530;{2450649528,2450649531,}
2450649531;{2450649530,2450649529,}
2450654144;{1696375332,1684897888,2450654145,}
2450654145;{1696375333,2324324252,2450654144,}
2450655774;{1684897904,1684897906,2450655776,}
2450655775;{1696391504,2324324376,2450655777,}
2450655776;{2450655774,2450655777,}
2450655777;{2450655776,2450655775,3141898857,}
2450658883;{2141095942,2141095940,2141095949,}
2450658884;{2141095937,2450658885,2450658886,}
2450658885;{2450658884,2452423295,2450658887,}
2450658886;{2450658887,2450658884,}
2450658887;{2450658885,2450658886,}
2450661922;{2450661923,}
2450661923;{605671451,2450661922,}
2450664244;{4829694920,392982163,}
2450664245;{2503999370,}
2451695203;{2451695204,1745321782,}
2451695204;{1745321779,2451695203,}
2451701241;{1734084278,1734084275,}
2451704323;{2451704330,2893527985,}
2451704330;{392987596,2451704323,}
2451749381;{2897063226,}
2451749384;{2141095936,416624996,}
2451749394;{1383927423,1383927419,}
2451749395;{1383927441,1383927439,}
2451875514;{392983156,392983157,2938709581,}
2451875515;{2476334405,430839894,2938709581,}
2451879625;{2451879630,}
2451879630;{2451879625,2451879635,}
2451879633;{2451879635,2710459112,}
2451879635;{2710459110,2451879630,2451879633,}
2451890439;{3135041866,2313907613,3135041861,}
2451890441;{2451890443,3135041861,2504035098,}
2451890443;{2451890445,2451890441,}
2451890445;{2451890443,}
2451892871;{2755504737,2925765906,2451892873,}
2451892873;{2451892874,2451892871,}
2451892874;{2451892876,2451892873,}
2451892876;{2451892874,}
2451897193;{2857463825,392986471,2451897196,}
2451897196;{2451897193,}
2451897198;{2451897201,}
2451897201;{2451897198,2451897204,}
2451897204;{392986471,392986535,2451897201,}
2451901013;{2451901018,2451901015,}
2451901014;{2451901019,2451901015,}
2451901015;{2451901013,2451901014,2451901020,}
2451901016;{2451901019,2451901021,}
2451901017;{2451901018,392987983,392987982,}
2451901018;{2451901017,2451901013,}
2451901019;{2451901022,2451901016,2451901014,}
2451901020;{2451901015,2451901022,}
2451901021;{442922097,2107929070,2451901016,}
2451901022;{2451901020,2451901019,}
2452423290;{1383927439,392980012,}
2452423295;{2450658885,2141095938,}
2452423297;{2452423303,392979916,}
2452423300;{2452423301,}
2452423301;{2466650838,2452423300,2452423304,}
2452423302;{2452423303,2466650838,}
2452423303;{1735982978,2452423297,2452423302,}
2452423304;{2452423305,2452423301,}
2452423305;{392979918,1735982978,2452423304,}
2452423309;{2605838401,2476354510,}
2452423312;{1736321474,1736321472,}
2452423314;{1458608790,2476356987,}
2452423316;{1743494441,2141095938,}
2452423317;{2476354510,1458608790,}
2452432592;{1744195401,1187612459,}
2452432594;{1744195379,1744195374,}
2452432595;{1744195362,1744195363,}
